Subconjunto,Numero,Nome,Sexo,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,ECTS_Inscritos1AnoNoAnoAnterior,ECTS_Feitos1AnoNoAnoAnterior,Sucesso1anoNoAnoAnterior,media,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,18001_AvalParcial,18001_TaxaAssid,18006_AvalParcial,18006_TaxaAssid,18008_AvalParcial,18008_TaxaAssid,18009_AvalParcial,18009_TaxaAssid,18010_AvalParcial,18010_TaxaAssid
b3,43,A43,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2014,ACTIVO,CTeSP Titular de curso de ensino secundário,Trabalhador Estudante,2,12,30,12,0,,0,0,13,37,30,600,,,,,,,,,,,0,,,,,,,,,,
b2,82,A82,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Trabalhador Estudante,1,60,30,30,0,,0,0,0,30,83,35,,,,,,,,,,20,5,,-2,,5,,-2,,11,11,,7,69
b2,104,A104,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Trabalhador Estudante,1,60,30,30,0,,0,0,0,10,0,,,,,,,,,,20,5,,-2,,5,,-2,,11,11,,11,54
b2,182,A182,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,1,60,10,30,30,,0,0,15,4,10,0,,,,,,,,,,20,5,,-2,,70,,-2,,55,56,,73,08
b2,191,A191,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,VERDADEIRO,2017,ANULADO,CTeSP Titular de curso de especialização tecnológica / ensino superior,Ordinário,1,0,,0,0,,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,
b2,208,A208,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,1,60,10,30,30,,0,0,16,8,10,0,10,12/09/2017,Deferida,27/10/2017,600,,,,,20,5,,-2,,100,,-2,,100,,88,46
b3,236,A236,M,,PORTUGAL,Não,Sim,,Curso Técnico Superior Profissional,1,C1,FALSO,2014,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,6,30,6,0,,0,0,12,18,10,0,,,,,,,,,,,0,,,,,,,,,,
b3,366,A366,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2015,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,38,10,26,14,30,12,40,11,97,10,0,,,,,,,,,,20,2,,,,30,,-2,,,,
b3,376,A376,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2015,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,40,10,28,16,42,18,42,8571,11,69,30,75,,,,,,,,,,20,2,,,,,,-2,,,,57,69
b3,389,A389,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2015,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,6,30,6,0,6,0,0,11,33,30,257,16,,,,,,,,,,,0,,,,,,,,,,
b3,457,A457,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2016,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,58,30,28,10,60,12,20,12,27,10,0,,,,,,,15,45,1,1,20,5,,-2,,80,,-2,,100,,65,38
b3,460,A460,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2016,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,52,10,28,16,60,18,30,11,30,80,,,,,,,15,45,1,1,20,4,,,,80,,-2,,88,89,,88,46
b2,463,A463,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,VERDADEIRO,2017,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,1,60,30,30,0,,0,0,0,10,0,,,,,,,,,,20,5,,-2,,5,,-2,,11,11,,7,69
b3,468,A468,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2016,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,52,10,28,22,60,18,30,10,8,10,0,,,,,,,15,45,1,1,20,4,,,,100,,-2,,100,,80,77
b3,475,A475,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2016,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,46,10,28,16,60,24,40,11,05,10,0,,,,,,,16,94,1,1,20,3,,,,100,,-2,,77,78,,
b3,476,A476,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2016,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,60,30,30,4,60,24,40,12,36,10,0,30,30/09/2017,Indeferida,06/11/2017,,,15,45,1,1,20,5,,-2,,0,,-2,,16,67,,3,85
b3,494,A494,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2016,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,58,30,28,0,60,6,10,11,10,0,,,,,,,16,62,1,1,20,5,,-2,,100,,-2,,88,89,,88,46
b3,535,A535,M,,PORTUGAL,Não,Não,,Curso Técnico Superior Profissional,1,C1,FALSO,2016,ACTIVO,CTeSP Titular de curso de ensino secundário,Ordinário,2,48,10,24,12,60,18,30,10,8,10,0,,,,,,,16,75,1,1,20,4,,,,75,,-2,,100,,76,92
